id,_source_row,prediction_datetime,start_datetime,latitude,longitude,location_grid,distance_band,address,event_type,event_cause,veh_type,corridor,police_station,zone,junction,start_hour,start_dayofweek,start_month_number,is_weekend,is_morning_peak,is_evening_peak,is_peak_hour,is_night,peak_period,report_lag_minutes_clipped,distance_to_city_center_km,description,is_planned_event,is_public_or_vip_event,is_breakdown_event,is_accident_event,is_weather_or_visibility_event,is_road_condition_event,is_heavy_vehicle,has_blocked_word,has_jam_word,has_lane_word,has_full_blockage_phrase,has_partial_blockage_phrase,has_diversion_word,has_severity_word,has_tree_fall_word,target_road_closure,valid_duration_label,duration_band,road_closure_probability,predicted_label,road_closure_probability_is_history_fallback,predicted_duration_band,prediction_confidence,prob_short,prob_medium,prob_long,prob_very_long
FKID002627,2627,2024-03-22 23:29:14.043288+00:00,2024-03-22 23:28:16.150000+00:00,12.9837217,77.6404533,12.984_77.64,,,unplanned,vehicle_breakdown,bmtc_bus,old madras road,jeevanbheemanagar,,,4.0,5.0,3.0,1,0,0,0,1,night,0.9648881333333332,5.148007790042527,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0269833690726173,,0,medium,0.53339595,0.4643544,0.53339595,0.00029928747,0.0019503621
FKID002630,2630,2024-03-23 00:04:07.161044+00:00,2024-03-23 00:03:01.971000+00:00,13.0438821,77.5538565,13.044_77.554,,,unplanned,vehicle_breakdown,heavy_vehicle,orr north 2,jalahalli,,,5.0,5.0,3.0,1,0,0,0,1,night,1.0865007333333334,9.169795713024133,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0386044555810365,,0,medium,0.6973107,0.3006115,0.6973107,0.00063079846,0.0014469833
FKID002634,2634,2024-03-23 01:00:03.112658+00:00,2024-03-23 00:59:18.277000+00:00,12.9082725,77.6916917,12.908_77.692,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,bellandur,,,6.0,5.0,3.0,1,0,0,0,0,off_peak,0.7472609666666667,12.660834240384323,,0,0,1,0,0,0,1,0,1,,,,,,,,,short,0.0263250156817864,,0,medium,0.56199795,0.43481198,0.56199795,0.0009829653,0.0022071023
FKID002643,2643,2024-03-23 01:06:18.228736+00:00,2024-03-23 01:05:10.941000+00:00,13.0216827,77.5519487,13.022_77.552,,,unplanned,vehicle_breakdown,heavy_vehicle,tumkur road,yeshwanthpura,,,6.0,5.0,3.0,1,0,0,0,0,off_peak,1.1214622666666665,7.236563156635316,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0323602527086365,,0,medium,0.5734665,0.42205682,0.5734665,0.0005479536,0.0039287377
FKID002651,2651,2024-03-23 02:39:52.856368+00:00,2024-03-23 02:38:35.087000+00:00,12.9929258,77.5714901,12.993_77.571,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,sheshadripuram,,,8.0,5.0,3.0,1,1,0,1,0,morning_peak,1.2961561333333331,3.4486640741221484,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0431393025429017,,0,short,0.57098895,0.57098895,0.4265391,0.00030914694,0.002162813
FKID002656,2656,2024-03-23 03:07:11.878757+00:00,2024-03-23 03:05:08.184000+00:00,13.0225146,77.6018347,13.023_77.602,,,planned,construction,,non-corridor,r.t. nagar,,,8.0,5.0,3.0,1,1,0,1,0,morning_peak,2.0615792833333333,5.715451622230433,,1,0,0,0,0,1,0,0,0,,,,,,,,,medium,0.5191844791016732,,0,very_long,0.89412135,0.07845491,0.016501607,0.010922174,0.89412135
FKID002660,2660,2024-03-23 05:39:14.120679+00:00,2024-03-23 05:38:26.155000+00:00,12.9958759,77.5715134,12.996_77.572,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,malleshwaram,,,11.0,5.0,3.0,1,1,0,1,0,morning_peak,0.7994279833333333,3.6802089839980727,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0367395022134571,,0,medium,0.62223214,0.3759444,0.62223214,0.00024432896,0.0015790679
FKID002665,2665,2024-03-23 05:46:01.385500+00:00,2024-03-23 05:38:48.709000+00:00,12.9160554,77.6168548,12.916_77.617,,,planned,construction,,non-corridor,mico layout,,,11.0,5.0,3.0,1,1,0,1,0,morning_peak,7.211275,6.630452547905901,,1,0,0,0,0,1,0,0,0,,,,,,,,,very_long,0.4779056892482157,,0,very_long,0.82504857,0.08989022,0.018263297,0.066797934,0.82504857
FKID002699,2699,2024-03-23 07:03:39.737604+00:00,2024-03-23 07:01:09.209000+00:00,12.9138731,77.5670625,12.914_77.567,,,unplanned,vehicle_breakdown,bmtc_bus,orr west 1,banashankari,,,12.0,5.0,3.0,1,0,0,0,0,off_peak,2.508810066666667,7.0787317642916845,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.034617030986262,,0,medium,0.6050355,0.39205438,0.6050355,0.00070072047,0.0022093644
FKID002703,2703,2024-03-23 10:56:36.625795+00:00,2024-03-23 10:54:09.828000+00:00,12.9707873,77.5762439,12.971_77.576,,,unplanned,tree_fall,,non-corridor,city market,,,16.0,5.0,3.0,1,0,0,0,0,off_peak,2.4466299166666667,1.9910742001666044,,0,0,0,0,0,0,0,0,0,,,,,,,,,long,0.5739688869226214,,0,very_long,0.6005805,0.12507293,0.098896585,0.17544995,0.6005805
FKID002709,2709,2024-03-23 19:15:54.817608+00:00,2024-03-23 19:14:38.140000+00:00,13.0457526,77.5056862,13.046_77.506,,,unplanned,vehicle_breakdown,lcv,tumkur road,peenya,,,0.0,6.0,3.0,1,0,0,0,1,night,1.2779601333333337,12.679974174558032,,0,0,1,0,0,0,0,0,1,,,,,,,,,short,0.0263845870694367,,0,short,0.6584433,0.6584433,0.3381387,0.0009277009,0.0024902967
FKID002712,2712,2024-03-23 19:16:18.596236+00:00,2024-03-23 19:14:40.689000+00:00,13.0569168,77.593818,13.057_77.594,,,unplanned,accident,,bellary road 1,hebbala,,,0.0,6.0,3.0,1,0,0,0,1,night,1.6317872666666666,9.487173606021267,,0,0,0,1,0,0,0,0,0,,,,,,,,,short,0.0561484421838425,,0,medium,0.6493239,0.34416887,0.6493239,0.00097006315,0.005537146
FKID002711,2711,2024-03-23 19:22:12.120050+00:00,2024-03-23 19:20:00.045000+00:00,12.9960828,77.6680963,12.996_77.668,,,unplanned,vehicle_breakdown,heavy_vehicle,orr north 1,banaswadi,,,0.0,6.0,3.0,1,0,0,0,1,night,2.2012508333333334,8.4159490985452,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0413636668815135,,0,medium,0.6898119,0.30841315,0.6898119,0.00075842947,0.0010164988
FKID002710,2710,2024-03-23 19:25:45.753322+00:00,2024-03-23 19:24:24.897000+00:00,12.9594033,77.5556832,12.959_77.556,,,unplanned,vehicle_breakdown,heavy_vehicle,mysore road,chamarajpet,,,0.0,6.0,3.0,1,0,0,0,1,night,1.3476053666666667,4.4297426450328405,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0664285402170077,,0,medium,0.5843633,0.41410652,0.5843633,0.00022612231,0.0013040436
FKID002713,2713,2024-03-23 19:29:19.854960+00:00,2024-03-23 19:28:16.874000+00:00,13.0128499,77.5545509,13.013_77.555,,,unplanned,pot_holes,,west of chord road,malleshwaram,,,0.0,6.0,3.0,1,0,0,0,1,night,1.0496826666666668,6.31408650560707,,0,0,0,0,0,1,0,0,1,,,,,,,,,very_long,0.0289253640009277,,0,very_long,0.9539632,0.022252725,0.008521227,0.015262807,0.9539632
FKID002736,2736,2024-03-23 21:43:43.513024+00:00,2024-03-23 21:41:55.873000+00:00,13.0471325,77.5008633,13.047_77.501,,,unplanned,accident,,non-corridor,peenya,,,3.0,6.0,3.0,1,0,0,0,1,night,1.7940004,13.178578385742329,,0,0,0,1,0,0,0,0,1,,,,,,,,,short,0.0320193728655989,,0,short,0.6439265,0.6439265,0.34729746,0.002001262,0.006774816
FKID002758,2758,2024-03-23 22:16:12.831347+00:00,2024-03-23 22:13:01.109000+00:00,13.0979853,77.5669184,13.098_77.567,,,unplanned,others,,non-corridor,yelahanka,,,3.0,6.0,3.0,1,0,0,0,1,night,3.1953724500000003,14.369781446193215,,0,0,0,0,0,0,0,0,0,,,,,,,,,long,0.1718610359820829,,0,very_long,0.6237962,0.048785172,0.13694656,0.19047199,0.6237962
FKID002767,2767,2024-03-23 23:11:51.631141+00:00,2024-03-23 23:10:33.234000+00:00,12.9889825,77.499291,12.989_77.499,,,unplanned,road_conditions,,magadi road,kamakshipalya,,,4.0,6.0,3.0,1,0,0,0,1,night,1.306619016666667,10.506395387098747,,0,0,0,0,0,1,0,0,1,,,,,,,,,very_long,0.1169656255195319,,0,very_long,0.92383534,0.030158477,0.025343334,0.020662852,0.92383534
FKID002765,2765,2024-03-23 23:24:16.498870+00:00,2024-03-23 23:22:10.356000+00:00,12.9957307,77.5506997,12.996_77.551,,,unplanned,vehicle_breakdown,others,west of chord road,vijayanagara,,,4.0,6.0,3.0,1,0,0,0,1,night,2.1023811666666665,5.461294204411293,,0,0,1,0,0,0,0,0,1,,,,,,,,,medium,0.0267337620633514,,0,medium,0.5468094,0.45057443,0.5468094,0.00062612863,0.001990064
FKID002768,2768,2024-03-24 00:25:06.034398+00:00,2024-03-24 00:24:26.981000+00:00,12.9528787,77.5416099,12.953_77.542,,,unplanned,vehicle_breakdown,ksrtc_bus,mysore road,byatarayanapura,,,5.0,6.0,3.0,1,0,0,0,1,night,0.6508899666666667,6.107787836198507,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0295542339233412,,0,medium,0.64377946,0.35414127,0.64377946,0.00043759425,0.0016416522
FKID002786,2786,2024-03-24 04:59:29.763083+00:00,2024-03-24 04:58:13.522000+00:00,12.8893035,77.5976747,12.889_77.598,,,unplanned,vehicle_breakdown,bmtc_bus,bannerghata road,hulimavu,,,10.0,6.0,3.0,1,1,0,1,0,morning_peak,1.2706847166666668,9.157018209740585,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0294651922797046,,0,short,0.49960625,0.49960625,0.49849534,0.0004558675,0.001442522
FKID002805,2805,2024-03-24 05:26:12.850768+00:00,2024-03-24 05:25:01.730000+00:00,12.9694267,77.7006781,12.969_77.701,,,planned,construction,,orr east 2,hal old airport,,,10.0,6.0,3.0,1,1,0,1,0,morning_peak,1.1853461333333333,11.49693657249431,,1,0,0,0,0,1,0,0,0,,,,,,,,,medium,0.1257562927979515,,0,very_long,0.58130884,0.02822966,0.06577963,0.32468188,0.58130884
FKID002795,2795,2024-03-24 05:42:39.658955+00:00,2024-03-24 05:42:05.534000+00:00,13.0891773,77.5961725,13.089_77.596,,,unplanned,vehicle_breakdown,lcv,bellary road 2,yelahanka,,,11.0,6.0,3.0,1,1,0,1,0,morning_peak,0.56874925,13.075109025189876,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0260434878397924,,0,medium,0.82565796,0.17109697,0.82565796,0.00023655436,0.0030085603
FKID002797,2797,2024-03-24 05:51:51.446525+00:00,2024-03-24 05:50:20.839000+00:00,13.0409067,77.5172818,13.041_77.517,,,unplanned,vehicle_breakdown,lcv,tumkur road,peenya,,,11.0,6.0,3.0,1,1,0,1,0,morning_peak,1.5101254166666669,11.3825407392525,,0,0,1,0,0,0,0,0,1,,,,,,,,,medium,0.0265930319358512,,0,short,0.69032806,0.69032806,0.30668223,0.0010354377,0.0019542428
FKID002814,2814,2024-03-24 07:51:11.892665+00:00,2024-03-24 07:49:41.393000+00:00,12.9711709,77.6054721,12.971_77.605,,,unplanned,vehicle_breakdown,bmtc_bus,,ashok nagar,,,13.0,6.0,3.0,1,0,0,0,0,off_peak,1.50832775,1.1790392722933312,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0353934180363299,,0,medium,0.77327716,0.22322592,0.77327716,0.0005684506,0.0029285115
FKID002823,2823,2024-03-24 07:51:17.728750+00:00,2024-03-24 07:49:41.393000+00:00,12.9711709,77.6054721,12.971_77.605,,,unplanned,vehicle_breakdown,bmtc_bus,mysore road,ashok nagar,,,13.0,6.0,3.0,1,0,0,0,0,off_peak,1.6055958333333331,1.1790392722933312,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.052599857414972,,0,medium,0.6711588,0.32472542,0.6711588,0.00050886685,0.0036068757
FKID002846,2846,2024-03-24 09:07:28.611709+00:00,2024-03-24 09:05:42.473000+00:00,12.9217905,77.6615907,12.922_77.662,,,unplanned,vehicle_breakdown,private_car,orr east 1,bellandur,,,14.0,6.0,3.0,1,0,0,0,0,off_peak,1.7689784833333335,9.131177419629305,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0451121727749344,,0,short,0.5632124,0.5632124,0.4351696,0.00047685136,0.0011411383
FKID002848,2848,2024-03-24 09:24:23.008778+00:00,2024-03-24 09:23:28.548000+00:00,12.8398702,77.6769264,12.84_77.677,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,electronic city,,,14.0,6.0,3.0,1,0,0,0,0,off_peak,0.9076796333333332,17.15153399493061,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0274957373355009,,0,short,0.6346112,0.6346112,0.36311185,0.00088011165,0.001396829
FKID002849,2849,2024-03-24 09:24:48.623094+00:00,2024-03-24 09:22:44.457000+00:00,12.8770527,77.5951565,12.877_77.595,,,unplanned,vehicle_breakdown,bmtc_bus,bannerghata road,hulimavu,,,14.0,6.0,3.0,1,0,0,0,0,off_peak,2.0694349,10.51335308726838,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.033424779035121,,0,short,0.64028883,0.64028883,0.3575688,0.00036484783,0.001777471
FKID002851,2851,2024-03-24 10:31:13.602253+00:00,2024-03-24 10:28:49.698000+00:00,13.0224187,77.5509157,13.022_77.551,,,unplanned,vehicle_breakdown,private_bus,tumkur road,yeshwanthpura,,,15.0,6.0,3.0,1,0,0,0,0,off_peak,2.398404216666667,7.371087515531989,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0529089137617201,,0,short,0.560671,0.560671,0.43575576,0.0013321268,0.0022411093
FKID002857,2857,2024-03-24 20:40:50.119751+00:00,2024-03-24 20:39:15.790000+00:00,12.9706314,77.6048719,12.971_77.605,,,unplanned,vehicle_breakdown,others,mysore road,ashok nagar,,,2.0,0.0,3.0,0,0,0,0,1,night,1.5721625166666666,1.1182373028119574,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0608023698241496,,0,medium,0.78555965,0.21166821,0.78555965,0.00018440037,0.002587782
FKID002877,2877,2024-03-24 21:26:40.053667+00:00,2024-03-24 21:25:27.053000+00:00,13.0348473,77.5297881,13.035_77.53,,,unplanned,others,,tumkur road,peenya,,,2.0,0.0,3.0,0,0,0,0,1,night,1.2166777833333335,9.93819999093083,,0,0,0,0,0,0,0,1,0,,,,,,,,,medium,0.0814282204324787,,0,long,0.5851336,0.03639443,0.14837605,0.5851336,0.2300959
FKID002861,2861,2024-03-24 21:40:37.298593+00:00,2024-03-24 21:39:30.020000+00:00,13.0174925,77.553745,13.017_77.554,,,unplanned,vehicle_breakdown,private_bus,tumkur road,yeshwanthpura,,,3.0,0.0,3.0,0,0,0,0,1,night,1.1213098833333333,6.755363245488991,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0379447358816241,,0,medium,0.7056059,0.29182336,0.7056059,0.0004992539,0.0020714765
FKID002883,2883,2024-03-24 22:04:46.887131+00:00,2024-03-24 22:01:11.601000+00:00,13.0891144,77.63546131,13.089_77.635,,,planned,public_event,,hennur main road,hennuru,,,3.0,0.0,3.0,0,0,0,0,1,night,3.588102183333333,13.79641968463524,,1,1,0,0,0,0,0,0,0,,,,,,,,,very_long,0.3763970862845033,,0,medium,0.4972843,0.116830654,0.4972843,0.022307653,0.3635774
FKID002890,2890,2024-03-24 23:25:18.225481+00:00,2024-03-24 23:24:28.283000+00:00,12.95398815,77.54367565,12.954_77.544,,,unplanned,others,,mysore road,byatarayanapura,,,4.0,0.0,3.0,0,0,0,0,1,night,0.8323746833333333,5.855419383902343,,0,0,0,0,0,0,0,0,0,,,,,,,,,short,0.055466203720359,,0,very_long,0.47679394,0.10918154,0.13481297,0.27921158,0.47679394
FKID002893,2893,2024-03-25 00:06:59.786513+00:00,2024-03-25 00:05:25.424000+00:00,12.9769023,77.6092478,12.977_77.609,,,unplanned,vehicle_breakdown,bmtc_bus,old madras road,shivajinagar,,,5.0,0.0,3.0,0,0,0,0,1,night,1.5727085500000002,1.69315001419371,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0311231760670533,,0,medium,0.69879335,0.29934195,0.69879335,0.00020377988,0.0016609402
FKID002897,2897,2024-03-25 00:54:45.539426+00:00,2024-03-25 00:53:19.534000+00:00,12.9354043,77.5848702,12.935_77.585,,,unplanned,tree_fall,,non-corridor,jayanagara,,,6.0,0.0,3.0,0,0,0,0,0,off_peak,1.4334237666666667,4.160593799756722,,0,0,0,0,0,0,0,0,0,,,,,,,,,medium,0.4570540159563562,,0,very_long,0.6287175,0.0671409,0.09868859,0.20545307,0.6287175
FKID002904,2904,2024-03-25 02:17:51.799333+00:00,2024-03-25 02:13:31.756000+00:00,13.0082372,77.6931779,13.008_77.693,,,unplanned,vehicle_breakdown,truck,non-corridor,k.r. pura,,,7.0,0.0,3.0,0,0,0,0,0,off_peak,4.33405555,11.431409553137646,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.1415374719379127,,0,short,0.5181153,0.5181153,0.48019478,0.00037734868,0.0013125986
FKID002910,2910,2024-03-25 02:25:15.691173+00:00,2024-03-25 02:22:58.577000+00:00,12.9453543,77.5279203,12.945_77.528,,,unplanned,vehicle_breakdown,lcv,mysore road,byatarayanapura,,,7.0,0.0,3.0,0,0,0,0,0,off_peak,2.2852362166666667,7.79272530935068,,0,0,1,0,0,0,0,0,1,,,,,,,,,short,0.0269682931201253,,0,medium,0.6791381,0.31691465,0.6791381,0.0010859723,0.0028612749
FKID002920,2920,2024-03-25 03:51:42.552466+00:00,2024-03-25 03:50:20.226000+00:00,12.9583632,77.6060684,12.958_77.606,,,unplanned,vehicle_breakdown,taxi,hosur road,ashok nagar,,,9.0,0.0,3.0,0,1,0,1,0,morning_peak,1.3721077666666666,1.926327349342385,,0,0,1,0,0,0,0,0,0,,,,,,,,,medium,0.0420293286134775,,0,medium,0.83373207,0.1640929,0.83373207,8.1973056e-05,0.0020930707
FKID002918,2918,2024-03-25 04:21:34.409920+00:00,2024-03-25 04:27:37.575000+00:00,12.9884485,77.4728568,12.988_77.473,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,kamakshipalya,,,9.0,0.0,3.0,0,1,0,1,0,morning_peak,0.0,13.32370194217996,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.103110101454299,,0,short,0.62064016,0.62064016,0.37664467,0.00025402696,0.0024611289
FKID002922,2922,2024-03-25 07:07:39.540675+00:00,2024-03-25 07:01:37.036000+00:00,12.9294111,77.5860606,12.929_77.586,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,jayanagara,,,12.0,0.0,3.0,0,0,0,0,0,off_peak,6.041744583333334,4.78159150767221,,0,0,1,0,0,0,1,0,1,,,,,,,,,short,0.0298404370331113,,0,short,0.63419074,0.63419074,0.36365232,0.0005097961,0.0016471192
FKID002935,2935,2024-03-25 11:46:48.412759+00:00,2024-03-25 11:44:20.768000+00:00,12.9913384,77.5856459,12.991_77.586,,,unplanned,vehicle_breakdown,private_car,bellary road 1,high ground,,,17.0,0.0,3.0,0,0,1,1,0,evening_peak,2.460745983333333,2.3996848299838867,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0698784831953704,,0,medium,0.83062637,0.16792004,0.83062637,0.00032505,0.0011285297
FKID002937,2937,2024-03-25 17:40:28.712701+00:00,2024-03-25 17:38:51.282000+00:00,12.9621583,77.62924,12.962_77.629,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,halasur,,,23.0,0.0,3.0,0,0,0,0,1,night,1.6238450166666667,3.897630410125376,,0,0,1,0,0,0,1,0,0,,,,,,,,,medium,0.0645732025819791,,0,medium,0.5569046,0.44116497,0.5569046,0.00023842738,0.0016919567
FKID002938,2938,2024-03-25 18:59:57.868824+00:00,2024-03-25 18:57:53.865000+00:00,12.9564431,77.7316906,12.956_77.732,,,unplanned,vehicle_breakdown,heavy_vehicle,varthur road,whitefield,,,0.0,1.0,3.0,0,0,0,0,1,night,2.0667304,14.950531723915434,,0,0,1,0,0,0,1,0,0,,,,,,,,,short,0.0412755625877045,,0,medium,0.5048348,0.4925306,0.5048348,0.0012788944,0.0013557284
FKID002947,2947,2024-03-25 20:36:43.207324+00:00,2024-03-25 20:34:48.662000+00:00,12.8976817,77.6347539,12.898_77.635,,,unplanned,vehicle_breakdown,others,hosur road,hsr layout,,,2.0,1.0,3.0,0,0,0,0,1,night,1.9090887333333333,9.30022156097924,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0319606780279384,,0,medium,0.5090181,0.48724014,0.5090181,0.0009902094,0.0027515548
FKID002950,2950,2024-03-25 21:48:50.513476+00:00,2024-03-25 21:47:53.098000+00:00,13.0294213,77.5393424,13.029_77.539,,,unplanned,vehicle_breakdown,private_car,tumkur road,yeshwanthpura,,,3.0,1.0,3.0,0,0,0,0,1,night,0.9569246,8.785230746003498,,0,0,1,0,0,0,0,0,1,,,,,,,,,short,0.029140849373969,,0,medium,0.64375645,0.3507836,0.64375645,0.0010189139,0.0044410634
FKID002962,2962,2024-03-25 21:51:03.030868+00:00,2024-03-25 21:49:59.210000+00:00,13.004658,77.7100041,13.005_77.71,,,unplanned,vehicle_breakdown,others,non-corridor,k.r. pura,,,3.0,1.0,3.0,0,0,0,0,1,night,1.0636811333333334,13.033169789210362,,0,0,1,0,0,0,0,0,0,,,,,,,,,short,0.0646451639601839,,0,short,0.59723157,0.59723157,0.40046206,0.0003962382,0.001910155
FKID002963,2963,2024-03-25 21:55:11.004908+00:00,2024-03-25 21:54:28.092000+00:00,12.9756394,77.5874884,12.976_77.587,,,unplanned,vehicle_breakdown,bmtc_bus,non-corridor,halasuru gate,,,3.0,1.0,3.0,0,0,0,0,1,night,0.7152151333333333,0.8919369671925169,,0,0,1,0,0,0,1,0,1,,,,,,,,,medium,0.0576205665655787,,0,medium,0.74643636,0.25003076,0.74643636,0.00026548916,0.0032674
FKID002972,2972,2024-03-25 22:24:02.206139+00:00,2024-03-25 22:23:24.035000+00:00,13.0004162,77.6773609,13.0_77.677,,,unplanned,others,,orr east 2,mahadevapura,,,3.0,1.0,3.0,0,0,0,0,1,night,0.6361856499999999,9.522515819595682,,0,0,0,0,0,0,0,0,0,,,,,,,,,medium,0.0366334940368084,,0,very_long,0.72268575,0.09005161,0.12945406,0.057808597,0.72268575
