id,event_cause,corridor,junction,police_station,closure_risk_probability,predicted_duration_band,risk_level,risk_score,manpower,diversion,equipment,agency_alerts,hotspot_level,hotspot_score,actual_duration_band,_source_row,event_type,zone,latitude,longitude,start_datetime,duration_band,is_peak_hour,has_blocked_word,prob_duration_long,prob_duration_medium,prob_duration_short,prob_duration_very_long,total_events,avg_closure_risk,primary_trigger
FKID005775,vehicle_breakdown,mysore road,sattelitebusstandjunc,byatarayanapura,0.04418605477718774,short,low,26.58,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,11.960505849509866,short,5775,unplanned,west zone 2,12.9533519,77.5421555,2023-11-10 03:13:04.389000+00:00,short,1,0,0.012616519,0.27789342,0.5886411,0.12084892,23,0.07601445284313903,vehicle_breakdown
FKID005778,vehicle_breakdown,tumkur road,peenyapolicestation,peenya,0.039699792960662506,medium,medium,38.18,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.657233325045828,short,5778,unplanned,west zone 1,13.0362686,77.5248329,2023-11-10 03:21:00.257000+00:00,short,1,0,0.028434394,0.35759103,0.32393312,0.29004145,5,0.0644923807155951,vehicle_breakdown
FKID005199,vehicle_breakdown,bellary road 1,unknown,kodigehalli,0.05097212375438177,medium,medium,43.39,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,20.30978499881039,medium,5199,unplanned,north zone 2,13.033575,77.58831,2023-11-10 03:34:33.419000+00:00,medium,1,0,0.0072499206,0.76199704,0.12232277,0.10843033,33,0.07456528568029684,vehicle_breakdown
FKID005779,vehicle_breakdown,tumkur road,chokasandra (tumkur road),peenya,0.03535519480519479,medium,medium,38.17,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,5.268241220640175,short,5779,unplanned,west zone 1,13.0414837,77.5167294,2023-11-10 03:36:34.159000+00:00,short,1,0,0.024248619,0.3847974,0.3114149,0.2795391,4,0.06480689201829072,vehicle_breakdown
FKID005200,vehicle_breakdown,hennur main road,unknown,hennuru,0.04033545329841622,medium,medium,41.38,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,15.208690542099827,medium,5200,unplanned,north zone 1,13.07549,77.5469283,2023-11-10 06:06:31.253000+00:00,medium,1,0,0.017836979,0.63787645,0.28387636,0.06041024,21,0.07453401548856647,vehicle_breakdown
FKID005781,vehicle_breakdown,non-corridor,27th cross jayanagar(ganapathi temple),jayanagara,0.030102644506078247,medium,medium,40.82,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,1.5499999999999994,medium,5781,unplanned,south zone 1,12.9317517,77.5797388,2023-11-10 06:05:28.736000+00:00,medium,1,1,0.002462508,0.87255174,0.10914553,0.015840229,1,0.0357142857142857,vehicle_breakdown
FKID005782,debris,non-corridor,urvashijunction,wilson garden,0.03228840125391844,very_long,critical,55.25,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,5.996558303879984,very_long,5782,unplanned,central zone 2,12.9557349,77.58582,2023-11-10 06:42:32.617000+00:00,very_long,0,0,0.0019660261,0.05171121,0.03879457,0.9075282,5,0.07704452296799956,default
FKID004410,vehicle_breakdown,non-corridor,unknown,mahadevapura,0.03298771121351762,short,low,22.87,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,17.9571063256294,short,4410,unplanned,east zone 1,12.9951755,77.7580241,2023-11-10 07:33:05.108000+00:00,short,0,0,0.008457758,0.10641713,0.82053506,0.064590074,27,0.07591732358941149,vehicle_breakdown
FKID004406,pot_holes,bannerghata road,unknown,hulimavu,0.03692197679961857,very_long,critical,56.14,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,8.276073327785255,very_long,4406,unplanned,south zone 1,12.8661065,77.5919105,2023-11-10 07:33:31.549000+00:00,very_long,0,0,0.0036177177,0.04908162,0.13869794,0.80860275,10,0.07360209507957875,default
FKID005786,vehicle_breakdown,non-corridor,veerasandragatejunction,electronic city,0.02267799427463288,short,low,18.14,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.7196113033324885,short,5786,unplanned,unknown,12.8407422,77.6761962,2023-11-10 08:43:53.240000+00:00,short,0,0,0.013780451,0.12228787,0.8068399,0.057091802,5,0.06341746580949967,vehicle_breakdown
FKID005787,others,non-corridor,arbindo circle,j.p. nagar,0.02469983719983713,very_long,high,53.76,4-6 officers + 2 patrol units,Activate partial diversion and advisory.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,2.1722222222222194,very_long,5787,unplanned,south zone 1,12.9160567,77.5855433,2023-11-10 09:21:45.811000+00:00,very_long,0,0,0.0026611239,0.030921357,0.06918272,0.8972348,1,0.0277777777777777,default
FKID005788,vehicle_breakdown,hosur road,naganathapurajunction,electronic city,0.02480694980694978,medium,medium,32.8,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,5.613001306100498,medium,5788,unplanned,south zone 2,12.8701554,77.6532595,2023-11-10 19:23:34.823000+00:00,medium,0,0,0.009806099,0.80160487,0.12993011,0.058658928,9,0.06608575160287142,vehicle_breakdown
FKID005201,vehicle_breakdown,orr north 2,unknown,jalahalli,0.029018277400819102,medium,medium,39.12,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,26.033206300702908,short,5201,unplanned,north zone 2,13.0395867,77.5433917,2023-11-10 19:28:39.194000+00:00,short,0,0,0.007144495,0.7812797,0.15160581,0.059969995,57,0.07523446573436884,vehicle_breakdown
FKID005791,vehicle_breakdown,mysore road,policecornerjunc,halasuru gate,0.019660967613444814,short,low,19.15,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,7.5547601815003365,short,5791,unplanned,central zone 2,12.9678267,77.5873567,2023-11-10 20:01:00.064000+00:00,short,0,0,0.0015126459,0.28821874,0.6845012,0.025767416,14,0.07013600518572388,vehicle_breakdown
FKID005792,pot_holes,non-corridor,fti junction(kanteeravastudio),yeshwanthpura,0.02059417854872396,very_long,high,53.53,4-6 officers + 2 patrol units,Activate partial diversion and advisory.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,1.9954545454545443,very_long,5792,unplanned,west zone 1,13.0259104,77.5347535,2023-11-10 20:14:52.521000+00:00,very_long,0,0,0.00080627354,0.024166897,0.027962884,0.947064,1,0.0227272727272727,default
FKID005795,pot_holes,bannerghata road,bilekahallijunc,mico layout,0.020339412360688907,very_long,high,54.75,4-6 officers + 2 patrol units,Activate partial diversion and advisory.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,6.128283227555982,very_long,5795,unplanned,south zone 2,12.8997318,77.6008541,2023-11-10 20:59:16.139000+00:00,very_long,0,0,0.0011469802,0.019739706,0.029194906,0.94991845,5,0.06366523507302806,default
FKID005807,vehicle_breakdown,non-corridor,margosard-18thcrossjunc,malleshwaram,0.05793899242073941,medium,medium,33.4,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.6333333333333306,medium,5807,unplanned,west zone 2,13.0087048,77.5691774,2023-11-11 01:11:03.087000+00:00,medium,0,0,0.00152772,0.79477525,0.18195921,0.021737821,1,0.0666666666666666,vehicle_breakdown
FKID005809,vehicle_breakdown,mysore road,townhalljunction,halasuru gate,0.06811216170605203,short,low,25.98,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,6.377021480153573,short,5809,unplanned,central zone 2,12.9644682,77.586015,2023-11-11 03:45:53.353000+00:00,short,1,0,0.0021252856,0.28106582,0.7037533,0.013055606,9,0.07934347086153065,vehicle_breakdown
FKID005811,others,non-corridor,bhel gate,electronic city,0.05844599844599839,short,low,16.37,1 patrol unit,Monitor; no diversion by default.,"reflective jackets, traffic cones",traffic police,low,2.4538461538461522,short,5811,unplanned,unknown,12.8461033,77.6589267,2023-11-11 04:31:20.436000+00:00,short,1,0,0.010763685,0.14536731,0.48969126,0.3541778,1,0.0615384615384615,default
FKID005202,vehicle_breakdown,non-corridor,unknown,k.r. pura,0.05313118004817607,medium,medium,49.39,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,49.464598037689115,medium,5202,unplanned,east zone 2,13.0198716,77.7091574,2023-11-11 04:48:47.417000+00:00,medium,1,0,0.0027776298,0.82487154,0.1515823,0.020768473,93,0.07613137250540342,vehicle_breakdown
FKID005812,vehicle_breakdown,orr north 1,kammanahalli-ringroadjunction,banaswadi,0.07088179233701615,medium,medium,39.17,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.252123995407575,medium,5812,unplanned,north zone 1,13.0262013,77.6363894,2023-11-11 04:50:51.264000+00:00,medium,1,0,0.0028763392,0.75097513,0.23480071,0.011347786,2,0.0757749712973593,vehicle_breakdown
FKID005813,vehicle_breakdown,non-corridor,statebankofmysorejunc,upparpet,0.07465528698799191,short,low,25.65,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.295494322858314,short,5813,unplanned,central zone 2,12.9734483,77.5813283,2023-11-11 04:52:08.891000+00:00,short,1,0,0.0023676676,0.43686736,0.54869306,0.012071915,5,0.0798712663673804,vehicle_breakdown
FKID005814,vehicle_breakdown,tumkur road,yeshwanthpuracircle,yeshwanthpura,0.061025164856628164,medium,medium,40.69,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,9.805520727038838,short,5814,unplanned,west zone 2,13.0171019,77.5568573,2023-11-11 05:42:13.019000+00:00,short,1,0,0.0041257516,0.61903775,0.36324984,0.013586655,21,0.07444344934396681,vehicle_breakdown
FKID000002,others,non-corridor,urvashijunction,wilson garden,0.06471370784764172,very_long,critical,61.71,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,5.996558303879984,very_long,2,unplanned,central zone 2,12.955622,77.5857083,2023-11-11 06:18:03.343000+00:00,very_long,1,0,0.0013434516,0.07830676,0.09328036,0.82706946,5,0.07704452296799956,default
FKID004433,vehicle_breakdown,orr north 2,unknown,yeshwanthpura,0.07688550579854925,short,low,25.65,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.95375141502634,short,4433,unplanned,west zone 1,13.0361679,77.5416999,2023-11-11 12:45:29.415000+00:00,short,1,0,0.004311147,0.23758496,0.7359232,0.022180682,4,0.07867861185789543,vehicle_breakdown
FKID005823,vehicle_breakdown,mysore road,townhalljunction,halasuru gate,0.08254179995646437,medium,medium,35.63,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,6.377021480153573,medium,5823,unplanned,central zone 2,12.9636427,77.5841997,2023-11-11 19:12:42.988000+00:00,medium,0,0,0.002775812,0.7804453,0.181443,0.0353359,9,0.07934347086153065,vehicle_breakdown
FKID005825,vehicle_breakdown,non-corridor,nandicross(ranicross),devanahalli airport,0.07852227830676102,medium,medium,34.53,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.326272699659061,medium,5825,unplanned,unknown,13.2645011,77.7187932,2023-11-11 20:06:30.999000+00:00,medium,0,0,0.008267832,0.5751443,0.36042517,0.056162726,2,0.07789350570454459,vehicle_breakdown
FKID004440,vehicle_breakdown,bellary road 1,unknown,kodigehalli,0.08415600454217344,medium,medium,39.88,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,20.30978499881039,medium,4440,unplanned,north zone 2,13.0365267,77.589335,2023-11-11 20:39:07.208000+00:00,medium,0,0,0.0030589018,0.8518239,0.1287937,0.016323425,33,0.07456528568029684,vehicle_breakdown
FKID005827,vehicle_breakdown,non-corridor,platformrdjunction,sheshadripuram,0.0752656657491293,short,low,20.28,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.963043478260868,short,5827,unplanned,central zone 2,12.982525,77.5696167,2023-11-11 21:01:05.939000+00:00,short,0,0,0.004796156,0.22482495,0.7101928,0.060186088,1,0.0760869565217391,vehicle_breakdown
FKID005828,vehicle_breakdown,mysore road,toll gate mysore road,banashankari,0.07743744500325883,short,low,20.37,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,2.9344086021505342,short,5828,unplanned,central zone 2,12.9573967,77.55177,2023-11-11 21:31:53.606000+00:00,short,0,0,0.0028379806,0.29704723,0.66981524,0.030299535,1,0.075268817204301,vehicle_breakdown
FKID005831,vehicle_breakdown,bellary road 1,mekhricircle,sadashivanagar,0.07841467442916714,medium,medium,37.09,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,11.855718661443294,medium,5831,unplanned,west zone 2,13.0180751,77.5835767,2023-11-11 21:44:37.907000+00:00,medium,0,0,0.003214727,0.8522945,0.113413624,0.031077186,24,0.07302053318409414,vehicle_breakdown
FKID004444,road_conditions,non-corridor,unknown,whitefield,0.09172468425045742,very_long,critical,67.74,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",high,38.69633272952179,very_long,4444,unplanned,east zone 1,12.9399903,77.7473462,2023-11-11 21:47:37.254000+00:00,very_long,0,0,0.009361827,0.011881468,0.0669463,0.9118104,62,0.07703807798633697,default
FKID005836,construction,orr north 1,"veerannapalyajunction(bel,ho)",hebbala,0.11811892817327596,long,medium,53.06,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"barricades, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",low,5.826746635485391,long,5836,planned,north zone 1,13.0427611,77.6103677,2023-11-12 00:21:45.465000+00:00,long,0,0,0.89497805,0.04856366,0.024056515,0.032401748,4,0.08933561815672547,construction
FKID005837,construction,orr north 1,"veerannapalyajunction(bel,ho)",hebbala,0.11161837376460013,medium,medium,36.77,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"barricades, reflective cones, reflective jackets, traffic cones, warning signage","road works contractor, traffic police",low,5.826746635485391,medium,5837,planned,north zone 1,13.0426969,77.6103967,2023-11-12 00:57:28.944000+00:00,medium,0,0,0.15984337,0.6986196,0.074035145,0.067501895,4,0.08933561815672547,construction
FKID005838,vehicle_breakdown,bellary road 2,bagalurcrossjunc,yelahanka,0.08800840397015135,short,low,23.5,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,11.785429170235265,short,5838,unplanned,north zone 2,13.122685,77.61158,2023-11-12 00:59:57.974000+00:00,short,0,0,0.022142934,0.4308839,0.49507523,0.051897973,15,0.07958369057815047,vehicle_breakdown
FKID005839,vehicle_breakdown,non-corridor,statebankofmysorejunc,upparpet,0.0933171341217318,short,low,21.49,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.295494322858314,short,5839,unplanned,central zone 2,12.9740568,77.5817343,2023-11-12 02:02:26.448000+00:00,short,0,0,0.009654326,0.11776505,0.801278,0.071302645,5,0.0798712663673804,vehicle_breakdown
FKID005204,vehicle_breakdown,non-corridor,unknown,kamakshipalya,0.10500203281821,short,medium,30.41,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,15.600632892247223,short,5204,unplanned,west zone 1,12.9874952,77.4752769,2023-11-12 02:50:44.442000+00:00,short,1,0,0.008748002,0.34639794,0.57132614,0.07352795,22,0.07716093977849213,vehicle_breakdown
FKID005842,vehicle_breakdown,non-corridor,shantalajunction,chamarajpet,0.09023243578367798,short,low,27.39,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,7.754418286801267,medium,5842,unplanned,central zone 2,12.9738982,77.5694867,2023-11-12 03:35:58.978000+00:00,medium,1,0,0.006582895,0.2627538,0.6955201,0.035143174,8,0.07584052248003621,vehicle_breakdown
FKID005844,others,bellary road 2,santhecircle,yelahanka,0.09175399113629995,short,low,20.25,1 patrol unit,Monitor; no diversion by default.,"reflective jackets, traffic cones",traffic police,low,10.41840367852789,medium,5844,unplanned,north zone 2,13.0992277,77.5972877,2023-11-12 04:44:50.996000+00:00,medium,1,0,0.0075366907,0.21114258,0.44491887,0.33640188,13,0.0748115336722254,default
FKID005845,vehicle_breakdown,tumkur road,yeshwanthpuracircle,yeshwanthpura,0.09044893389276532,short,low,28.01,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,9.805520727038838,short,5845,unplanned,west zone 2,13.0175906,77.555508,2023-11-12 05:22:00.746000+00:00,short,1,0,0.0068985145,0.10499855,0.86097246,0.027130496,21,0.07444344934396681,vehicle_breakdown
FKID004467,procession,non-corridor,unknown,kamakshipalya,0.12344226425748164,short,medium,30.24,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"barricades, portable signage, reflective jackets, route marshals, traffic cones","local law and order unit, traffic police",medium,15.600632892247223,short,4467,planned,west zone 1,12.9821891,77.4802964,2023-11-12 22:14:10.715000+00:00,short,0,0,0.037596565,0.0735816,0.8337842,0.055037618,22,0.07716093977849213,procession
FKID005852,others,bellary road 2,bagalurcrossjunc,yelahanka,0.09487699750097434,very_long,critical,59.81,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,11.785429170235265,very_long,5852,unplanned,north zone 2,13.1228763,77.61111,2023-11-13 01:37:35.362000+00:00,very_long,0,0,0.032854386,0.034573734,0.09339405,0.83917785,15,0.07958369057815047,default
FKID005855,vehicle_breakdown,non-corridor,sagartheatrejunc,upparpet,0.1036090818699514,short,low,26.86,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.007233979562994,medium,5855,unplanned,central zone 2,12.9743459,77.5782828,2023-11-13 03:55:33.794000+00:00,medium,1,0,0.0051957653,0.06290691,0.9120357,0.019861614,4,0.08020668513037126,vehicle_breakdown
FKID005856,accident,bellary road 2,hunsemarammanahallijunction,chikkajala,0.09626031893379304,short,medium,32.64,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"ambulance standby, crash cones, reflective jackets, tow van, traffic cones","medical emergency support, traffic police",low,4.372256962276557,short,5856,unplanned,unknown,13.1398463,77.6175835,2023-11-13 05:40:01.447000+00:00,short,1,0,0.01929487,0.061211593,0.7922104,0.12728317,4,0.09063591320790162,accident
FKID005857,accident,bellary road 2,hunsemarammanahallijunction,chikkajala,0.09190760747872814,short,medium,32.45,2 officers + 1 patrol unit,Prepare local diversion if queue spills.,"ambulance standby, crash cones, reflective jackets, tow van, traffic cones","medical emergency support, traffic police",low,4.372256962276557,short,5857,unplanned,unknown,13.1399908,77.6176147,2023-11-13 05:48:26.114000+00:00,short,1,0,0.026210472,0.04494823,0.7491569,0.17968442,4,0.09063591320790162,accident
FKID005860,vehicle_breakdown,non-corridor,urvashijunction,wilson garden,0.0953717741190353,short,low,22.09,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,5.996558303879984,short,5860,unplanned,central zone 2,12.9554841,77.5857974,2023-11-13 08:37:56.440000+00:00,short,0,0,0.0057025147,0.052403554,0.9206123,0.02128163,5,0.07704452296799956,vehicle_breakdown
FKID004490,road_conditions,airport new south road,unknown,hennuru,0.10951075298901383,very_long,critical,63.3,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",medium,21.244707643776458,long,4490,unplanned,east zone 2,13.0405253,77.6416766,2023-11-13 19:25:13.070000+00:00,long,0,0,0.14981517,0.04340492,0.19794117,0.6088388,24,0.07556307553647025,default
FKID004492,pot_holes,non-corridor,unknown,banaswadi,0.10478210678210671,very_long,critical,60.11,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective jackets, traffic cones","control room, traffic police",low,11.327761072781396,very_long,4492,unplanned,north zone 1,13.0056262,77.6382993,2023-11-13 19:59:32.305000+00:00,very_long,0,0,0.019376809,0.014786418,0.055645697,0.9101911,19,0.07507888779375414,default
FKID005862,vehicle_breakdown,mysore road,siddalingaiahcircle,cubbon park,0.12584001958159408,short,low,22.87,1 patrol unit,Monitor; no diversion by default.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,4.018755626764703,short,5862,unplanned,central zone 2,12.9727895,77.5945381,2023-11-13 20:14:26.870000+00:00,short,0,0,0.004443841,0.09103118,0.89034075,0.01418419,4,0.08053587505042009,vehicle_breakdown
FKID004495,construction,orr east 1,unknown,hal old airport,0.14018560683617745,very_long,critical,72.72,8+ officers + inspector oversight + 3 patrol units,Activate full diversion and control-room loop.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",medium,21.371340359902145,very_long,4495,unplanned,east zone 1,12.9468698,77.6988692,2023-11-13 20:33:58.660000+00:00,very_long,0,0,0.47181767,0.0048428234,0.01710326,0.50623626,35,0.07918115314006124,construction
